Probeset ID,N34 David Gene Symbol,UniGene ID,Ensembl,Entrez Gene,Alignments,Chromosomal Location,Gene Title,II1374 4way Venn 1.125 Fold Filter n_total= 1374,II359 RF ONEvs Other3 on 12589n Cxsect Gini n=359
206028_s_at,MERTK,Hs.306178 /// Hs.603418,ENSG00000153208 /// OTTHUMG00000131278,10461,chr2:112656184-112786937 (+) // 98.14 // q13,chr2q14.1,c-mer proto-oncogene tyrosine kinase,1,0
206088_at,LRRC37A3,Hs.551962 /// Hs.640525 /// Hs.744758,ENSG00000176809 /// OTTHUMG00000132307,374819,chr17:44588263-44593668 (+) // 79.46 // q21.31 /// chr17:44370684-44376089 (+) // 79.46 // q21.31 /// chr17:45092738-45098147 (+) // 78.79 // q21.32 /// chr17:62889785-62895190 (-) // 79.86 // q24.1 /// chr17:43624111-43629516 (-) // 79.38 // q21.31,chr17q24.1,"leucine rich repeat containing 37, member A3",1,1
206157_at,PTX3,Hs.591286 /// Hs.667287,ENSG00000163661 /// OTTHUMG00000158750,5806,chr3:157154655-157161376 (+) // 97.93 // q25.32,chr3q25,"pentraxin 3, long",1,0
206169_x_at,ZC3H7B,---,---,23264,chr22:41697718-41732738 (+) // 65.5 // q13.2,chr22q13.2,zinc finger CCCH-type containing 7B,1,0
206180_x_at,ZNF747,Hs.592032 /// Hs.625026 /// Hs.629003,ENSG00000169955 /// OTTHUMG00000132401,65988,chr16:30542779-30546199 (-) // 72.39 // p11.2,chr16p11.2,zinc finger protein 747,1,0
206214_at,PLA2G7,Hs.584823,ENSG00000146070 /// OTTHUMG00000014789,7941,chr6:46672278-46703043 (-) // 100.0 // p12.3,chr6p21.2-p12,"phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)",1,0
206241_at,KPNA5,Hs.182971 /// Hs.601225 /// Hs.658084 /// Hs.741438,ENSG00000196911 /// OTTHUMG00000015448,3841,chr6:117010482-117053558 (+) // 99.41 // q22.1,chr6q22.1,karyopherin alpha 5 (importin alpha 6),1,0
206279_at,PRKY,Hs.584730 /// Hs.729243 /// Hs.730282,ENSG00000099725 /// OTTHUMG00000035301,5616,chrY:7142013-7249589 (+) // 83.26 // p11.2,chrYp11.2,"protein kinase, Y-linked, pseudogene",1,0
206336_at,CXCL6,Hs.164021,---,6372,chr4:74702381-74704476 (+) // 98.51 // q13.3,chr4q13.3,chemokine (C-X-C motif) ligand 6,1,0
206341_at,IL2RA,Hs.231367,ENSG00000134460 /// OTTHUMG00000017616,3559,chr10:6053505-6104272 (-) // 85.27 // p15.1,chr10p15-p14,"interleukin 2 receptor, alpha",1,1
206366_x_at,XCL1,Hs.458346 /// Hs.546295,ENSG00000143184 /// ENSG00000143185 /// OTTHUMG00000034548 /// OTTHUMG00000034549,6375,chr1:168545861-168550646 (+) // 94.7 // q24.2 /// chr1:168510001-168513216 (-) // 94.7 // q24.2,chr1q23,chemokine (C motif) ligand 1,1,1
206398_s_at,CD19,Hs.652262,ENSG00000177455 /// OTTHUMG00000097049,930,chr16:28943305-28950661 (+) // 96.72 // p11.2,chr16p11.2,CD19 molecule,1,0
206500_s_at,MIS18BP1,Hs.600931 /// Hs.732769,ENSG00000129534 /// OTTHUMG00000140266,55320,chr14:45696864-45722401 (-) // 94.04 // q21.2,chr14q21.2,MIS18 binding protein 1,1,0
206548_at,---,---,---,---,chr10:114830800-114833452 (+) // 58.61 // q25.2,---,---,1,0
206569_at,IL24,Hs.58831,ENSG00000162892 /// OTTHUMG00000036459,11009,chr1:207070788-207077209 (+) // 90.65 // q32.1,chr1q32,interleukin 24,1,1
206652_at,ZMYM5,Hs.530988,ENSG00000132950 /// OTTHUMG00000016504,9205,chr13:20409616-20425936 (-) // 96.66 // q12.11,chr13q12,"zinc finger, MYM-type 5",1,0
206667_s_at,SCAMP1,Hs.482587 /// Hs.602663 /// Hs.617993 /// Hs.622209,ENSG00000085365 /// OTTHUMG00000162479,9522,chr5:77656490-77771536 (+) // 92.8 // q14.1,chr5q14.1,secretory carrier membrane protein 1,1,0
206668_s_at,SCAMP1,Hs.482587 /// Hs.602663 /// Hs.617993 /// Hs.622209,ENSG00000085365 /// OTTHUMG00000162479,9522,chr5:77656405-77772310 (+) // 99.58 // q14.1,chr5q14.1,secretory carrier membrane protein 1,1,1
206710_s_at,EPB41L3,Hs.213394 /// Hs.706985 /// Hs.736850 /// Hs.739748,ENSG00000082397 /// OTTHUMG00000131562,23136,chr18:5392844-5543968 (-) // 96.62 // p11.31,chr18p11.32,erythrocyte membrane protein band 4.1-like 3,1,0
206881_s_at,LILRA3,Hs.113277,ENSG00000170866 /// ENSG00000261935 /// ENSG00000261937 /// ENSG00000262383 /// OTTHUMG00000065358,11026,chr19:54799857-54804235 (-) // 99.87 // q13.42,chr19q13.4,"leukocyte immunoglobulin-like receptor, subfamily A (without TM domain), member 3",1,1
206928_at,ZNF124,Hs.596458 /// Hs.655205 /// Hs.743338,ENSG00000196418 /// OTTHUMG00000041112,7678,chr1:247319202-247321268 (-) // 90.29 // q44,chr1q44,zinc finger protein 124,1,1
206983_at,CCR6,Hs.46468,ENSG00000112486 /// OTTHUMG00000016015,1235,chr6:167536258-167552416 (+) // 75.59 // q27,chr6q27,chemokine (C-C motif) receptor 6,1,0
207038_at,SLC16A6,Hs.42645 /// Hs.463838 /// Hs.604780 /// Hs.605976,ENSG00000108932 /// ENSG00000262275 /// OTTHUMG00000179812 /// OTTHUMG00000181665,9120,chr17:66264762-66287257 (-) // 92.99 // q24.2,chr17q24.2,"solute carrier family 16, member 6 (monocarboxylic acid transporter 7)",1,0
207075_at,NLRP3,Hs.159483,ENSG00000162711 /// OTTHUMG00000040647,114548,chr1:247587920-247612404 (+) // 92.61 // q44,chr1q44,"NLR family, pyrin domain containing 3",1,1
207115_x_at,MBTD1,Hs.656803 /// Hs.668257 /// Hs.703374,ENSG00000011258 /// OTTHUMG00000150442,54799,chr17:49268961-49294739 (-) // 88.38 // q21.33,chr17q21.33,mbt domain containing 1,1,0
207219_at,ZFP69B,Hs.133034 /// Hs.739231,ENSG00000187801 /// OTTHUMG00000007302,65243,chr1:40915778-40929352 (+) // 99.54 // p34.2,chr1p34.2,ZFP69 zinc finger protein B,1,0
207237_at,KCNA3,Hs.169948,ENSG00000177272,3738,chr1:111214309-111217362 (-) // 99.5 // p13.3,chr1p13.3,"potassium voltage-gated channel, shaker-related subfamily, member 3",1,1
207286_at,CEP135,Hs.518767 /// Hs.742276 /// Hs.743138,ENSG00000174799 /// OTTHUMG00000160748,9662,chr4:56815036-56827091 (+) // 77.68 // q12,chr4q12,centrosomal protein 135kDa,1,1
207316_at,HAS1,Hs.57697,ENSG00000105509 /// OTTHUMG00000183499,3036,chr19:52216364-52227221 (-) // 94.73 // q13.41,chr19q13.4,hyaluronan synthase 1,1,1
207334_s_at,TGFBR2,Hs.682303 /// Hs.82028,ENSG00000163513 /// OTTHUMG00000130569,7048,chr3:30648037-30733143 (+) // 99.9 // p24.1,chr3p22,"transforming growth factor, beta receptor II (70/80kDa)",1,0
207388_s_at,PTGES,Hs.146688,ENSG00000148344 /// ENSG00000255824 /// OTTHUMG00000020791,9536,chr9:132500609-132515294 (-) // 87.75 // q34.11,chr9q34.3,prostaglandin E synthase,1,1
207474_at,SNRK,Hs.476052,ENSG00000163788 /// OTTHUMG00000156491,54861,chr3:43344603-43374850 (+) // 86.29 // p22.1,chr3p22.1,SNF related kinase,1,0
207528_s_at,SLC7A11,Hs.390594 /// Hs.706054,ENSG00000151012 /// OTTHUMG00000133396,23657,chr4:139093008-139163458 (-) // 98.93 // q28.3,chr4q28-q32,"solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11",1,0
207533_at,CCL1,Hs.72918,ENSG00000108702 /// OTTHUMG00000132888,6346,chr17:32687398-32690252 (-) // 100.0 // q12,chr17q12,chemokine (C-C motif) ligand 1,1,0
207545_s_at,NUMB,Hs.654609 /// Hs.664337 /// Hs.714879,ENSG00000133961 /// OTTHUMG00000171436,8650,chr14:73741925-73744228 (-) // 99.74 // q24.2,chr14q24.3,numb homolog (Drosophila),1,1
207549_x_at,CD46,Hs.510402,ENSG00000117335 /// OTTHUMG00000036397,4179,chr1:207925473-207966987 (+) // 99.52 // q32.2,chr1q32,"CD46 molecule, complement regulatory protein",1,0
207630_s_at,CREM,Hs.200250 /// Hs.600170 /// Hs.627185 /// Hs.713133,ENSG00000095794 /// OTTHUMG00000017953,1390,chr10:35437299-35500752 (+) // 98.53 // p11.21,chr10p11.21,cAMP responsive element modulator,1,1
207674_at,FCAR,Hs.659872,ENSG00000186431 /// ENSG00000262806 /// ENSG00000262827 /// OTTHUMG00000065936,2204,chr19:55385735-55401839 (+) // 70.93 // q13.42,chr19q13.42,"Fc fragment of IgA, receptor for",1,1
207686_s_at,CASP8,Hs.599762 /// Hs.715120,ENSG00000064012 /// OTTHUMG00000132821,841,chr2:202098212-202151452 (+) // 91.34 // q33.1,chr2q33-q34,"caspase 8, apoptosis-related cysteine peptidase",1,0
207697_x_at,LILRB2,Hs.655652,ENSG00000131042 /// ENSG00000263222 /// OTTHUMG00000064896,10288,chr19:54778319-54784950 (-) // 94.24 // q13.42,chr19q13.4,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2",1,0
207735_at,RNF125,Hs.633703,ENSG00000101695 /// OTTHUMG00000132266,54941,chr18:29598444-29649163 (+) // 83.82 // q12.1,chr18q12.1,"ring finger protein 125, E3 ubiquitin protein ligase",1,0
207786_at,CYP2R1,Hs.371427 /// Hs.691058 /// Hs.700063,ENSG00000186104 /// ENSG00000262968 /// OTTHUMG00000165900 /// OTTHUMG00000181672,120227,chr11:14912110-14913204 (-) // 60.04 // p15.2,chr11p15.2,"cytochrome P450, family 2, subfamily R, polypeptide 1",1,0
207819_s_at,ABCB4,Hs.601011 /// Hs.654403,ENSG00000005471 /// OTTHUMG00000023396,5244,chr7:87031360-87106865 (-) // 75.92 // q21.12,chr7q21.1,"ATP-binding cassette, sub-family B (MDR/TAP), member 4",1,0
207850_at,CXCL3,Hs.617230 /// Hs.89690,ENSG00000163734 /// OTTHUMG00000160861,2921,chr4:74902313-74904405 (-) // 92.86 // q13.3,chr4q21,chemokine (C-X-C motif) ligand 3,1,1
207852_at,CXCL5,Hs.89714,---,6374,chr4:74862666-74864408 (-) // 94.71 // q13.3,chr4q13.3,chemokine (C-X-C motif) ligand 5,1,1
207907_at,TNFSF14,Hs.129708,ENSG00000125735 /// OTTHUMG00000181835,8740,chr19:6664567-6670128 (-) // 73.05 // p13.3,chr19p13.3,"tumor necrosis factor (ligand) superfamily, member 14",1,0
208018_s_at,HCK,Hs.655210,ENSG00000101336 /// OTTHUMG00000032204,3055,chr20:30640209-30689651 (+) // 91.17 // q11.21,chr20q11-q12,hemopoietic cell kinase,1,1
208067_x_at,UTY,Hs.115277,ENSG00000183878 /// OTTHUMG00000036319,7404,chrY:15434914-15592550 (-) // 93.91 // q11.221,chrYq11,"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked",1,0
208075_s_at,CCL7,Hs.251526,ENSG00000108688 /// OTTHUMG00000132889,6354,chr17:32597239-32599255 (+) // 95.31 // q12,chr17q11.2-q12,chemokine (C-C motif) ligand 7,1,0
208077_at,C9orf38,Hs.676462,ENSG00000215066,29044,chr9:6467617-6690876 (-) // 21.76 // p24.1,chr9p24.1,chromosome 9 open reading frame 38,1,1
208154_at,---,---,---,---,chr1:51420232-51422337 (-) // 47.27 // p32.3,---,---,1,1
208178_x_at,TRIO,Hs.130031 /// Hs.619556 /// Hs.653527,ENSG00000038382 /// OTTHUMG00000131057,7204,chr5:14143945-14508772 (+) // 98.41 // p15.2,chr5p15.2,trio Rho guanine nucleotide exchange factor,1,1
208198_x_at,KIR2DS1,Hs.744319,---,3806,chr19:55266461-55359571 (+) // 99.09 // q13.42 /// chr19_gl000209_random:115098-129113 (+) // 100.0 // /// chr19_gl000209_random:38466-145293 (+) // 98.0 // /// chr19_gl000209_random:7901-84300 (+) // 96.55 //,chr19q13.4,"killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 1",1,0
208303_s_at,CRLF2,Hs.287729,---,64109,chrX:765305-1331616 (-) // 36.46 // p22.33 /// chrY:1264893-1281616 (-) // 36.46 // p11.32,chrXp22.3; Yp11.3,cytokine receptor-like factor 2,1,1
208442_s_at,ATM,Hs.367437 /// Hs.658151 /// Hs.710771,ENSG00000149311 /// OTTHUMG00000166480,472,chr11:108093842-108236260 (+) // 99.0 // q22.3,chr11q22-q23,ataxia telangiectasia mutated,1,0
208575_at,HIST1H3A /// HIST1H3B /// HIST1H3C /// HIST1H3D /// HIST1H3E /// HIST1H3F /// HIST1H3G /// HIST1H3H /// HIST1H3I /// HIST1H3J,Hs.546315,ENSG00000198366 /// OTTHUMG00000014418,8350 /// 8351 /// 8352 /// 8353 /// 8354 /// 8355 /// 8356 /// 8357 /// 8358 /// 8968,chr6:26020717-26021128 (+) // 99.51 // p22.2,chr6p22.1 /// chr6p22.2,"histone cluster 1, H3a /// histone cluster 1, H3b /// histone cluster 1, H3c /// histone cluster 1, H3d /// histone cluster 1, H3e /// histone cluster 1, H3f /// histone cluster 1, H3g /// histone cluster 1, H3h /// histone cluster 1, H3i /// histone cluster 1, H3j",1,0
208601_s_at,TUBB1,Hs.303023 /// Hs.718571,ENSG00000101162 /// OTTHUMG00000032860,81027,chr20:57594577-57599838 (+) // 100.0 // q13.32,chr20q13.32,"tubulin, beta 1 class VI",1,0
208621_s_at,EZR,Hs.1041 /// Hs.487027 /// Hs.708178,ENSG00000092820 /// OTTHUMG00000015917,7430,chr6:159186779-159239208 (-) // 94.17 // q25.3,chr6q25.3,ezrin,1,1
208664_s_at,TTC3 /// TTC3P1,Hs.368214 /// Hs.567832 /// Hs.602285 /// Hs.609880 /// Hs.618500,ENSG00000182670 /// OTTHUMG00000086654,7267 /// 286495,chr21:38458089-38575408 (+) // 92.76 // q22.13,chr21q22.2 /// chrXq13.3,tetratricopeptide repeat domain 3 /// tetratricopeptide repeat domain 3 pseudogene 1,1,1
208797_s_at,GOLGA8A,Hs.182982 /// Hs.720151,ENSG00000175265 /// ENSG00000215252 /// OTTHUMG00000129447 /// OTTHUMG00000129549,23015,chr15:34671265-34679624 (-) // 94.14 // q14 /// chr15:34817479-34825845 (-) // 94.1 // q14,chr15q11.2,"golgin A8 family, member A",1,1
208891_at,DUSP6,Hs.298654 /// Hs.711829 /// Hs.735755,ENSG00000139318 /// OTTHUMG00000169912,1848,chr12:89741838-89746164 (-) // 99.0 // q21.33,chr12q22-q23,dual specificity phosphatase 6,1,0
208892_s_at,DUSP6,Hs.298654 /// Hs.711829 /// Hs.735755,ENSG00000139318 /// OTTHUMG00000169912,1848,chr12:89741838-89746164 (-) // 99.0 // q21.33,chr12q22-q23,dual specificity phosphatase 6,1,0
208930_s_at,ILF3,Hs.465885 /// Hs.703167,ENSG00000129351 /// OTTHUMG00000180587,3609,chr19:10764973-10796441 (+) // 97.99 // p13.2,chr19p13.2,"interleukin enhancer binding factor 3, 90kDa",1,0
208965_s_at,IFI16,Hs.380250 /// Hs.629190,ENSG00000163565 /// OTTHUMG00000037108,3428,chr1:158979691-159024945 (+) // 97.98 // q23.1,chr1q22,"interferon, gamma-inducible protein 16",1,0
209013_x_at,TRIO,Hs.130031 /// Hs.619556 /// Hs.653527,ENSG00000038382 /// OTTHUMG00000131057,7204,chr5:14143945-14508772 (+) // 97.78 // p15.2,chr5p15.2,trio Rho guanine nucleotide exchange factor,1,0
209057_x_at,CDC5L,Hs.485471 /// Hs.603103 /// Hs.617376,ENSG00000096401 /// OTTHUMG00000014767,988,chr6:44360411-44418016 (+) // 62.19 // p21.1,chr6p21,cell division cycle 5-like,1,0
209060_x_at,NCOA3,Hs.592142 /// Hs.601833 /// Hs.613140 /// Hs.696465 /// Hs.715148,ENSG00000124151 /// OTTHUMG00000033061,8202,chr20:46130620-46285616 (+) // 93.35 // q13.12,chr20q12,nuclear receptor coactivator 3,1,0
209135_at,ASPH,Hs.332422,---,444,chr8:62537103-62626941 (-) // 97.01 // q12.3,chr8q12.1,aspartate beta-hydroxylase,1,0
209203_s_at,BICD2,Hs.436939 /// Hs.623027 /// Hs.626910,ENSG00000185963 /// OTTHUMG00000021036,23299,chr9:95474968-95476084 (-) // 67.99 // q22.31,chr9q22.31,bicaudal D homolog 2 (Drosophila),1,0
209277_at,TFPI2,Hs.438231 /// Hs.702084 /// Hs.732432,ENSG00000105825 /// OTTHUMG00000022963,7980,chr7:93514721-93520203 (-) // 97.94 // q21.3,chr7q22,tissue factor pathway inhibitor 2,1,0
209321_s_at,ADCY3,Hs.467898 /// Hs.611397 /// Hs.681728,ENSG00000138031 /// OTTHUMG00000094765,109,chr2:25042242-25142003 (-) // 98.99 // p23.3,chr2p23.3,adenylate cyclase 3,1,0
209446_s_at,C7orf44,---,---,---,chr15:72497460-72498909 (-) // 39.42 // q23,---,---,1,0
209599_s_at,PRUNE,Hs.743351 /// Hs.78524,ENSG00000143363 /// OTTHUMG00000035062,58497,chr1:150980978-151008295 (+) // 94.3 // q21.3,chr1q21,prune exopolyphosphatase,1,0
209616_s_at,CES1 /// LOC100653057,Hs.558865,ENSG00000198848 /// ENSG00000262243 /// ENSG00000262617 /// OTTHUMG00000176718 /// OTTHUMG00000178024,1066 /// 100653057,chr16:55836927-55866989 (-) // 99.66 // q12.2,chr16q22.2,carboxylesterase 1 /// liver carboxylesterase 1-like,1,1
209675_s_at,HNRNPUL1,Hs.155218 /// Hs.712644,ENSG00000105323 /// OTTHUMG00000182740,11100,chr19:41770362-41812943 (+) // 92.18 // q13.2,chr19q13.2,heterogeneous nuclear ribonucleoprotein U-like 1,1,0
209699_x_at,AKR1C2 /// LOC101060798,Hs.567256 /// Hs.704726,ENSG00000151632 /// ENSG00000265231 /// OTTHUMG00000017584,1646 /// 101060798,chr10:5005619-5020158 (+) // 97.21 // p15.1 /// chr10:5031964-5046050 (-) // 99.84 // p15.1,chr10p15-p14,"aldo-keto reductase family 1, member C2 /// aldo-keto reductase family 1 member C2-like",1,1
209715_at,CBX5,Hs.349283 /// Hs.623361,ENSG00000094916 /// OTTHUMG00000169700,23468,chr12:54635410-54673884 (-) // 99.76 // q13.13,chr12q13.13,chromobox homolog 5,1,0
209750_at,NR1D2,Hs.37288,ENSG00000174738 /// OTTHUMG00000155659,9975,chr3:23986764-24020245 (+) // 96.58 // p24.2,chr3p24.2,"nuclear receptor subfamily 1, group D, member 2",1,1
209774_x_at,CXCL2,Hs.719458 /// Hs.75765,ENSG00000081041 /// OTTHUMG00000160865,2920,chr4:74962800-74964892 (-) // 95.02 // q13.3,chr4q21,chemokine (C-X-C motif) ligand 2,1,0
209790_s_at,CASP6,Hs.654616,ENSG00000138794 /// OTTHUMG00000131914,839,chr4:110610038-110624577 (-) // 76.41 // q25,chr4q25,"caspase 6, apoptosis-related cysteine peptidase",1,0
209803_s_at,PHLDA2,Hs.154036,ENSG00000181649 /// OTTHUMG00000010926,7262,chr11:2949662-2950650 (-) // 100.0 // p15.4,chr11p15.4,"pleckstrin homology-like domain, family A, member 2",1,0
209865_at,SLC35A3,Hs.448979 /// Hs.598077 /// Hs.603153 /// Hs.617357,ENSG00000117620 /// OTTHUMG00000010805,23443,chr1:100435561-100489562 (+) // 84.95 // p21.2,chr1p21,"solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3",1,0
209921_at,SLC7A11,Hs.390594 /// Hs.706054,ENSG00000151012 /// OTTHUMG00000133396,23657,chr4:139085249-139163358 (-) // 99.05 // q28.3,chr4q28-q32,"solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11",1,1
209933_s_at,CD300A,Hs.742559 /// Hs.9688,ENSG00000167851 /// OTTHUMG00000067612,11314,chr17:72462766-72480931 (+) // 92.91 // q25.1,chr17q25.1,CD300a molecule,1,0
209967_s_at,CREM,Hs.200250 /// Hs.600170 /// Hs.627185 /// Hs.713133,ENSG00000095794 /// OTTHUMG00000017953,1390,chr10:35484054-35501078 (+) // 94.33 // p11.21,chr10p11.21,cAMP responsive element modulator,1,1
210057_at,LOC101060589 /// SMG1,Hs.460179 /// Hs.602626 /// Hs.622357 /// Hs.636317 /// Hs.654650 /// Hs.733481,ENSG00000157106 /// OTTHUMG00000166900,23049 /// 101060589,chr16:18819081-18844423 (-) // 92.68 // p12.3,chr16p12.3,"serine/threonine-protein kinase SMG1-like /// smg-1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)",1,1
210118_s_at,IL1A,Hs.1722,ENSG00000115008 /// OTTHUMG00000131315,3552,chr2:113531779-113541352 (-) // 80.0 // q13,chr2q14,"interleukin 1, alpha",1,1
210119_at,KCNJ15,Hs.411299 /// Hs.609253,ENSG00000157551 /// OTTHUMG00000090609,3772,chr21:39668896-39672726 (+) // 99.69 // q22.13,chr21q22.2,"potassium inwardly-rectifying channel, subfamily J, member 15",1,0
210140_at,CST7,Hs.143212,ENSG00000077984 /// OTTHUMG00000032108,8530,chr20:24929926-24940562 (+) // 100.0 // p11.21,chr20p11.21,cystatin F (leukocystatin),1,0
210146_x_at,LILRB2,Hs.655652,ENSG00000131042 /// OTTHUMG00000064896,10288,chr19:54777872-54784738 (-) // 70.89 // q13.42,chr19q13.4,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2",1,1
210152_at,LILRB4,Hs.604386 /// Hs.67846,ENSG00000186818 /// ENSG00000262397 /// ENSG00000263061 /// ENSG00000263108 /// OTTHUMG00000065879,11006,chr19:55174485-55179522 (+) // 97.35 // q13.42,chr19q13.4,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4",1,0
210218_s_at,SP100,Hs.369056 /// Hs.603387,ENSG00000067066 /// OTTHUMG00000133203,6672,chr2:231280980-231372860 (+) // 96.14 // q37.1,chr2q37.1,SP100 nuclear antigen,1,1
210225_x_at,LILRA6 /// LILRB3,Hs.631592 /// Hs.688335,ENSG00000204577 /// ENSG00000244482 /// ENSG00000262044 /// ENSG00000262087 /// ENSG00000262320 /// ENSG00000262630 /// ENSG00000262642 /// OTTHUMG00000066626,11025 /// 79168,chr19:54720796-54746602 (-) // 97.92 // q13.42,chr19q13.4,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6 /// leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3",1,1
210251_s_at,RUFY3,Hs.596505 /// Hs.596820 /// Hs.739750 /// Hs.740904 /// Hs.743966,ENSG00000018189 /// OTTHUMG00000129910,22902,chr4:71570870-71655520 (+) // 93.26 // q13.3,chr4q13.3,RUN and FYVE domain containing 3,1,0
210282_at,ZMYM2,Hs.507433 /// Hs.609078 /// Hs.613764 /// Hs.644041 /// Hs.729683,ENSG00000121741 /// OTTHUMG00000016507,7750,chr13:20532819-20594093 (+) // 94.98 // q12.11,chr13q11-q12,"zinc finger, MYM-type 2",1,1
210367_s_at,PTGES,Hs.146688,ENSG00000148344 /// ENSG00000255824 /// OTTHUMG00000020791,9536,chr9:132500628-132515300 (-) // 67.9 // q34.11,chr9q34.3,prostaglandin E synthase,1,0
210422_x_at,SLC11A1,Hs.591607 /// Hs.627035,ENSG00000018280 /// OTTHUMG00000086747,6556,chr2:219246916-219260497 (+) // 78.16 // q35,chr2q35,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",1,0
210436_at,CCT8,Hs.125113,---,10694,chr21:30444590-30446010 (-) // 85.53 // q21.3,chr21q22.11,"chaperonin containing TCP1, subunit 8 (theta)",1,0
210556_at,NFATC3,Hs.436585,ENSG00000072736 /// OTTHUMG00000137555,4775,chr16:68119560-68226113 (+) // 90.43 // q22.1,chr16q22.2,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3",1,0
210693_at,SPPL2B,Hs.715108 /// Hs.744026,ENSG00000005206 /// OTTHUMG00000180442,56928,chr19:2328694-2341955 (+) // 91.97 // p13.3,chr19p13.3,signal peptide peptidase like 2B,1,0
210717_at,ube2d2,Hs.621370,---,---,chr5:138974165-138975283 (+) // 38.84 // q31.2,---,---,1,0
210772_at,FPR2,Hs.99855,ENSG00000171049 /// OTTHUMG00000183501,2358,chr19:52271896-52273522 (+) // 82.91 // q13.41,chr19q13.3-q13.4,formyl peptide receptor 2,1,0
210773_s_at,FPR2,Hs.99855,ENSG00000171049 /// OTTHUMG00000183501,2358,chr19:52271894-52272981 (+) // 99.72 // q13.41,chr19q13.3-q13.4,formyl peptide receptor 2,1,1
210784_x_at,LILRA6 /// LILRB3,Hs.631592 /// Hs.688335,ENSG00000204577 /// ENSG00000244482 /// ENSG00000262044 /// ENSG00000262087 /// ENSG00000262320 /// ENSG00000262630 /// ENSG00000262642 /// OTTHUMG00000066626,11025 /// 79168,chr19:54720796-54746602 (-) // 97.7 // q13.42,chr19q13.4,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6 /// leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3",1,0
210800_at,TIMM8A,---,---,1678,---,chrXq22.1,translocase of inner mitochondrial membrane 8 homolog A (yeast),1,0
210807_s_at,SLC16A7,Hs.589104 /// Hs.88156,ENSG00000118596 /// OTTHUMG00000169923,9194,chr12:59989987-60173770 (+) // 99.58 // q14.1,chr12q13,"solute carrier family 16, member 7 (monocarboxylic acid transporter 2)",1,0
210818_s_at,BACH1 /// GRIK1-AS2,Hs.154276 /// Hs.602860,ENSG00000156273 /// OTTHUMG00000078878,571 /// 100379661,chr21:30671736-30715178 (+) // 99.72 // q21.3,chr21q22.11,"BTB and CNC homology 1, basic leucine zipper transcription factor 1 /// GRIK1 antisense RNA 2",1,0
210858_x_at,ATM,Hs.367437 /// Hs.658151 /// Hs.710771,ENSG00000149311 /// OTTHUMG00000166480,472,chr11:108158118-108236756 (+) // 94.33 // q22.3,chr11q22-q23,ataxia telangiectasia mutated,1,0
